date,tournament,home_team,away_team,home_score,away_score,neutral
2017-06-10,African Cup of Nations qualification,Botswana,Mauritania,0.0,1.0,False
2017-06-11,African Cup of Nations qualification,Algeria,Togo,1.0,0.0,False
2017-06-11,African Cup of Nations qualification,Benin,Gambia,1.0,0.0,False
2017-06-11,African Cup of Nations qualification,Cape Verde,Uganda,0.0,1.0,False
2017-06-11,African Cup of Nations qualification,Central African Republic,Rwanda,2.0,1.0,False
2017-06-11,FIFA World Cup qualification,Finland,Ukraine,1.0,2.0,False
2017-06-11,African Cup of Nations qualification,Ghana,Ethiopia,5.0,0.0,False
2017-06-11,FIFA World Cup qualification,Iceland,Croatia,1.0,0.0,False
2017-06-11,FIFA World Cup qualification,Republic of Ireland,Austria,1.0,1.0,False
2017-06-11,FIFA World Cup qualification,Israel,Albania,0.0,3.0,False
2017-06-11,FIFA World Cup qualification,Italy,Liechtenstein,5.0,0.0,False
2017-06-11,FIFA World Cup qualification,Kosovo,Turkey,1.0,4.0,True
2017-06-11,FIFA World Cup qualification,North Macedonia,Spain,1.0,2.0,False
2017-06-11,FIFA World Cup qualification,Mexico,United States,1.0,1.0,False
2017-06-11,FIFA World Cup qualification,Moldova,Georgia,2.0,2.0,False
2017-06-11,FIFA World Cup qualification,New Caledonia,Fiji,2.0,1.0,False
2017-06-11,FIFA World Cup qualification,Serbia,Wales,1.0,1.0,False
2017-06-11,African Cup of Nations qualification,Zimbabwe,Liberia,3.0,0.0,False
2017-06-11,African Cup of Nations qualification,Tunisia,Egypt,1.0,0.0,False
2017-06-12,Friendly,Belarus,New Zealand,1.0,0.0,False
2017-06-12,FIFA World Cup qualification,Iran,Uzbekistan,2.0,0.0,False
2017-06-12,Friendly,Latvia,Estonia,1.0,2.0,False
2017-06-13,Friendly,Australia,Brazil,0.0,4.0,False
2017-06-13,AFC Asian Cup qualification,Bhutan,Maldives,0.0,2.0,False
2017-06-13,AFC Asian Cup qualification,Cambodia,Afghanistan,1.0,0.0,False
2017-06-13,Friendly,Cameroon,Colombia,0.0,4.0,True
2017-06-13,Friendly,Canada,Curaçao,2.0,1.0,False
2017-06-13,FIFA World Cup qualification,Costa Rica,Trinidad and Tobago,2.0,1.0,False
2017-06-13,Friendly,El Salvador,Ecuador,0.0,3.0,True
2017-06-13,Friendly,France,England,3.0,2.0,False
2017-06-13,AFC Asian Cup qualification,Hong Kong,North Korea,1.0,1.0,False
2017-06-13,AFC Asian Cup qualification,India,Kyrgyzstan,1.0,0.0,False
2017-06-13,Friendly,Indonesia,Puerto Rico,0.0,0.0,False
2017-06-13,FIFA World Cup qualification,Iraq,Japan,1.0,1.0,True
2017-06-13,AFC Asian Cup qualification,Macau,Myanmar,0.0,4.0,False
2017-06-13,AFC Asian Cup qualification,Malaysia,Lebanon,1.0,2.0,False
2017-06-13,AFC Asian Cup qualification,Nepal,Yemen,0.0,0.0,False
2017-06-13,Friendly,Norway,Sweden,1.0,1.0,False
2017-06-13,AFC Asian Cup qualification,Palestine,Oman,2.0,1.0,False
2017-06-13,FIFA World Cup qualification,Panama,Honduras,2.0,2.0,False
2017-06-13,FIFA World Cup qualification,Papua New Guinea,Solomon Islands,1.0,2.0,False
2017-06-13,FIFA World Cup qualification,Qatar,South Korea,3.0,2.0,False
2017-06-13,Friendly,Romania,Chile,3.0,2.0,False
2017-06-13,Friendly,Singapore,Argentina,0.0,6.0,False
2017-06-13,Friendly,South Africa,Zambia,1.0,2.0,False
2017-06-13,FIFA World Cup qualification,Syria,China,2.0,2.0,True
2017-06-13,AFC Asian Cup qualification,Tajikistan,Philippines,3.0,4.0,False
2017-06-13,FIFA World Cup qualification,Thailand,United Arab Emirates,1.0,1.0,False
2017-06-13,AFC Asian Cup qualification,Turkmenistan,Bahrain,1.0,2.0,False
2017-06-13,AFC Asian Cup qualification,Vietnam,Jordan,0.0,0.0,False
2017-06-13,Friendly,Peru,Jamaica,3.0,1.0,False
2017-06-17,Friendly,Curaçao,Nicaragua,0.0,0.0,False
2017-06-17,Friendly,French Guiana,Barbados,3.0,0.0,False
2017-06-17,Confederations Cup,Russia,New Zealand,2.0,0.0,False
2017-06-18,Confederations Cup,Cameroon,Chile,0.0,2.0,True
2017-06-18,Confederations Cup,Portugal,Mexico,2.0,2.0,True
2017-06-19,Confederations Cup,Australia,Germany,2.0,3.0,True
2017-06-21,Confederations Cup,Mexico,New Zealand,2.0,1.0,True
2017-06-21,Confederations Cup,Russia,Portugal,0.0,1.0,False
2017-06-22,Confederations Cup,Cameroon,Australia,1.0,1.0,True
2017-06-22,Confederations Cup,Germany,Chile,1.0,1.0,True
2017-06-22,CFU Caribbean Cup,Jamaica,French Guiana,1.0,1.0,True
2017-06-22,CFU Caribbean Cup,Martinique,Curaçao,1.0,2.0,False
2017-06-24,Confederations Cup,New Zealand,Portugal,0.0,4.0,True
2017-06-24,Confederations Cup,Russia,Mexico,1.0,2.0,False
2017-06-25,Confederations Cup,Chile,Australia,1.0,1.0,True
2017-06-25,Confederations Cup,Germany,Cameroon,3.0,1.0,True
2017-06-25,CFU Caribbean Cup,Jamaica,Curaçao,1.0,2.0,True
2017-06-25,CFU Caribbean Cup,Martinique,French Guiana,0.0,1.0,False
2017-06-25,COSAFA Cup,Mauritius,Angola,0.0,1.0,True
2017-06-25,COSAFA Cup,Tanzania,Malawi,2.0,0.0,True
2017-06-25,Island Games,Menorca,Orkney,1.0,0.0,True
2017-06-25,Island Games,Alderney,Jersey,0.0,3.0,True
2017-06-25,Island Games,Gotland,Frøya,7.0,1.0,False
2017-06-25,Island Games,Western Isles,Greenland,0.0,3.0,True
2017-06-25,Island Games,Guernsey,Åland Islands,1.0,1.0,True
2017-06-25,Island Games,Saare County,Shetland,4.0,5.0,True
2017-06-25,Island Games,Isle of Man,Hitra,5.0,0.0,True
2017-06-25,Island Games,Ynys Môn,Falkland Islands,3.0,0.0,True
2017-06-26,COSAFA Cup,Madagascar,Seychelles,2.0,0.0,True
2017-06-26,COSAFA Cup,Mozambique,Zimbabwe,0.0,4.0,True
2017-06-26,Island Games,Jersey,Menorca,3.0,3.0,True
2017-06-26,Island Games,Orkney,Alderney,3.0,0.0,True
2017-06-26,Island Games,Gotland,Western Isles,8.0,0.0,False
2017-06-26,Island Games,Frøya,Greenland,2.0,2.0,True
2017-06-26,Island Games,Shetland,Guernsey,0.0,3.0,True
2017-06-26,Island Games,Åland Islands,Saare County,0.0,0.0,True
2017-06-26,Island Games,Falkland Islands,Isle of Man,2.0,5.0,True
2017-06-26,Island Games,Hitra,Ynys Môn,1.0,5.0,True
2017-06-27,COSAFA Cup,Angola,Tanzania,0.0,0.0,True
2017-06-27,COSAFA Cup,Malawi,Mauritius,0.0,0.0,True
2017-06-27,Island Games,Menorca,Alderney,6.0,0.0,True
2017-06-27,Island Games,Orkney,Jersey,0.0,3.0,True
2017-06-27,Island Games,Gotland,Greenland,0.0,1.0,False
2017-06-27,Island Games,Frøya,Western Isles,2.0,4.0,True
2017-06-27,Island Games,Guernsey,Saare County,1.0,1.0,True
2017-06-27,Island Games,Åland Islands,Shetland,2.0,1.0,True
2017-06-27,Island Games,Isle of Man,Ynys Môn,4.0,0.0,True
2017-06-27,Island Games,Hitra,Falkland Islands,2.0,1.0,True
2017-06-28,Confederations Cup,Portugal,Chile,0.0,0.0,True
2017-06-28,COSAFA Cup,Seychelles,Mozambique,1.0,2.0,True
2017-06-28,Windward Islands Tournament,Saint Lucia,Saint Vincent and the Grenadines,2.0,1.0,True
2017-06-28,COSAFA Cup,Zimbabwe,Madagascar,0.0,0.0,True
2017-06-29,Confederations Cup,Germany,Mexico,4.0,1.0,True
2017-06-29,COSAFA Cup,Malawi,Angola,0.0,0.0,True
2017-06-29,COSAFA Cup,Tanzania,Mauritius,1.0,1.0,True
2017-06-29,Island Games,Falkland Islands,Alderney,0.0,3.0,True
2017-06-29,Island Games,Saare County,Frøya,4.0,2.0,True
2017-06-29,Island Games,Hitra,Western Isles,1.0,1.0,True
2017-06-29,Island Games,Orkney,Shetland,3.0,1.0,True
2017-06-29,Island Games,Ynys Môn,Åland Islands,0.0,2.0,True
2017-06-29,Island Games,Gotland,Jersey,2.0,3.0,False
2017-06-29,Island Games,Greenland,Menorca,1.0,1.0,True
2017-06-29,Island Games,Guernsey,Isle of Man,3.0,4.0,True
2017-06-30,Windward Islands Tournament,Dominica,Barbados,2.0,1.0,True
2017-06-30,COSAFA Cup,Mozambique,Madagascar,1.0,4.0,True
2017-06-30,COSAFA Cup,Zimbabwe,Seychelles,6.0,0.0,True
2017-06-30,Island Games,Menorca,Guernsey,0.0,1.0,True
2017-06-30,Island Games,Greenland,Isle of Man,0.0,6.0,True
2017-07-01,COSAFA Cup,Botswana,Zambia,1.0,2.0,True
2017-07-01,Friendly,Gambia,Guinea-Bissau,0.0,0.0,False
2017-07-01,Friendly,Mexico,Paraguay,2.0,1.0,True
2017-07-01,COSAFA Cup,Namibia,Lesotho,0.0,0.0,True
2017-07-01,Friendly,United States,Ghana,2.0,1.0,False
2017-07-02,Confederations Cup,Chile,Germany,0.0,1.0,True
2017-07-02,Confederations Cup,Portugal,Mexico,2.0,1.0,True
2017-07-02,COSAFA Cup,South Africa,Tanzania,0.0,1.0,False
2017-07-02,COSAFA Cup,Eswatini,Zimbabwe,1.0,2.0,True
2017-07-03,Windward Islands Tournament,Barbados,Saint Lucia,1.0,1.0,True
2017-07-03,Friendly,Grenada,Saint Vincent and the Grenadines,4.0,3.0,False
2017-07-04,COSAFA Cup,Namibia,Eswatini,1.0,0.0,True
2017-07-04,COSAFA Cup,South Africa,Botswana,2.0,0.0,False
2017-07-04,Windward Islands Tournament,Saint Lucia,Dominica,0.0,0.0,True
2017-07-04,Friendly,Saint Vincent and the Grenadines,Barbados,4.0,2.0,True
2017-07-05,COSAFA Cup,Lesotho,Zimbabwe,3.0,4.0,True
2017-07-05,COSAFA Cup,Zambia,Tanzania,4.0,2.0,True
2017-07-06,Windward Islands Tournament,Dominica,Saint Vincent and the Grenadines,2.0,2.0,True
2017-07-06,Windward Islands Tournament,Grenada,Barbados,0.0,2.0,False
2017-07-07,Gold Cup,French Guiana,Canada,2.0,4.0,True
2017-07-07,Gold Cup,Honduras,Costa Rica,0.0,1.0,True
2017-07-07,COSAFA Cup,South Africa,Namibia,1.0,0.0,False
2017-07-07,COSAFA Cup,Tanzania,Lesotho,0.0,0.0,True
2017-07-08,Friendly,Guinea-Bissau,Gambia,0.0,1.0,False
2017-07-08,Gold Cup,Martinique,Nicaragua,2.0,0.0,True
2017-07-08,Gold Cup,United States,Panama,1.0,1.0,False
2017-07-09,Gold Cup,Curaçao,Jamaica,0.0,2.0,True
2017-07-09,Gold Cup,Mexico,El Salvador,3.0,1.0,True
2017-07-09,COSAFA Cup,Zambia,Zimbabwe,1.0,3.0,True
2017-07-11,Gold Cup,Costa Rica,Canada,1.0,1.0,True
2017-07-11,Gold Cup,Honduras,French Guiana,0.0,0.0,True
2017-07-12,Gold Cup,Panama,Nicaragua,2.0,1.0,True
2017-07-12,Gold Cup,United States,Martinique,3.0,2.0,False
2017-07-13,Gold Cup,El Salvador,Curaçao,2.0,0.0,True
2017-07-13,Gold Cup,Mexico,Jamaica,0.0,0.0,True
2017-07-14,Gold Cup,Canada,Honduras,0.0,0.0,True
2017-07-14,Gold Cup,Costa Rica,French Guiana,3.0,0.0,True
2017-07-14,King's Cup,Thailand,North Korea,3.0,0.0,False
2017-07-15,Gold Cup,Panama,Martinique,3.0,0.0,True
2017-07-15,Gold Cup,United States,Nicaragua,3.0,0.0,False
2017-07-16,King's Cup,Burkina Faso,North Korea,3.0,3.0,True
2017-07-16,Gold Cup,Curaçao,Mexico,0.0,2.0,True
2017-07-16,Gold Cup,Jamaica,El Salvador,1.0,1.0,True
2017-07-16,King's Cup,Thailand,Belarus,0.0,0.0,False
2017-07-19,Gold Cup,Costa Rica,Panama,1.0,0.0,True
2017-07-19,Gold Cup,United States,El Salvador,2.0,0.0,False
2017-07-20,Gold Cup,Jamaica,Canada,2.0,1.0,True
2017-07-20,Gold Cup,Mexico,Honduras,1.0,0.0,True
2017-07-22,Gold Cup,United States,Costa Rica,2.0,0.0,False
2017-07-23,Gold Cup,Mexico,Jamaica,0.0,1.0,True
2017-07-26,Friendly,Ecuador,Trinidad and Tobago,3.0,1.0,False
2017-07-26,Gold Cup,United States,Jamaica,2.0,1.0,False
2017-08-05,Friendly,Zambia,Ethiopia,0.0,0.0,False
2017-08-07,Friendly,Rwanda,Sudan,2.0,1.0,False
2017-08-16,Friendly,Andorra,Qatar,0.0,1.0,True
2017-08-19,Friendly,India,Mauritius,2.0,1.0,False
2017-08-22,Friendly,Malaysia,Syria,1.0,2.0,False
2017-08-22,Friendly,Mauritius,Saint Kitts and Nevis,1.0,1.0,True
2017-08-23,Friendly,Qatar,Turkmenistan,2.0,1.0,False
2017-08-24,Friendly,India,Saint Kitts and Nevis,1.0,1.0,False
2017-08-24,Friendly,Trinidad and Tobago,Jamaica,1.0,2.0,False
2017-08-26,Friendly,Iraq,Syria,1.0,1.0,True
2017-08-29,Friendly,Bahrain,Jordan,0.0,0.0,False
2017-08-29,Friendly,Myanmar,Malaysia,1.0,0.0,False
2017-08-29,FIFA World Cup qualification,United Arab Emirates,Saudi Arabia,2.0,1.0,False
2017-08-30,Friendly,Oman,Afghanistan,2.0,0.0,False
2017-08-31,FIFA World Cup qualification,Belgium,Gibraltar,9.0,0.0,False
2017-08-31,FIFA World Cup qualification,Brazil,Ecuador,2.0,0.0,False
2017-08-31,FIFA World Cup qualification,Bulgaria,Sweden,3.0,2.0,False
2017-08-31,FIFA World Cup qualification,Chile,Paraguay,0.0,3.0,False
2017-08-31,FIFA World Cup qualification,China,Uzbekistan,1.0,0.0,False
2017-08-31,FIFA World Cup qualification,Cyprus,Bosnia and Herzegovina,3.0,2.0,False
2017-08-31,FIFA World Cup qualification,France,Netherlands,4.0,0.0,False
2017-08-31,FIFA World Cup qualification,Greece,Estonia,0.0,0.0,False
2017-08-31,FIFA World Cup qualification,Guinea,Libya,3.0,2.0,False
2017-08-31,FIFA World Cup qualification,Hungary,Latvia,3.0,1.0,False
2017-08-31,FIFA World Cup qualification,Japan,Australia,2.0,0.0,False
2017-08-31,Friendly,Kenya,Mauritania,1.0,1.0,True
2017-08-31,FIFA World Cup qualification,South Korea,Iran,0.0,0.0,False
2017-08-31,FIFA World Cup qualification,Luxembourg,Belarus,1.0,0.0,False
2017-08-31,Friendly,Niger,Togo,0.0,2.0,True
2017-08-31,FIFA World Cup qualification,Peru,Bolivia,2.0,1.0,False
2017-08-31,FIFA World Cup qualification,Portugal,Faroe Islands,5.0,1.0,False
2017-08-31,Friendly,Singapore,Hong Kong,1.0,1.0,False
2017-08-31,FIFA World Cup qualification,Switzerland,Andorra,3.0,0.0,False
2017-08-31,FIFA World Cup qualification,Syria,Qatar,3.0,1.0,True
2017-08-31,FIFA World Cup qualification,Thailand,Iraq,1.0,2.0,False
2017-08-31,FIFA World Cup qualification,Uganda,Egypt,1.0,0.0,False
2017-08-31,FIFA World Cup qualification,Uruguay,Argentina,0.0,0.0,False
2017-08-31,FIFA World Cup qualification,Venezuela,Colombia,0.0,0.0,False
2017-08-31,Friendly,Abkhazia,Donetsk PR,1.0,2.0,False
2017-09-01,FIFA World Cup qualification,Cape Verde,South Africa,2.0,1.0,False
2017-09-01,FIFA World Cup qualification,Czech Republic,Germany,1.0,2.0,False
2017-09-01,FIFA World Cup qualification,Denmark,Poland,4.0,0.0,False
2017-09-01,FIFA World Cup qualification,Ghana,Congo,1.0,1.0,False
2017-09-01,FIFA World Cup qualification,Kazakhstan,Montenegro,0.0,3.0,False
2017-09-01,FIFA World Cup qualification,Lithuania,Scotland,0.0,3.0,False
2017-09-01,FIFA World Cup qualification,Malta,England,0.0,4.0,False
2017-09-01,FIFA World Cup qualification,Mexico,Panama,1.0,0.0,False
2017-09-01,FIFA World Cup qualification,Morocco,Mali,6.0,0.0,False
2017-09-01,FIFA World Cup qualification,New Zealand,Solomon Islands,6.0,1.0,False
2017-09-01,FIFA World Cup qualification,Nigeria,Cameroon,4.0,0.0,False
2017-09-01,FIFA World Cup qualification,Norway,Azerbaijan,2.0,0.0,False
2017-09-01,FIFA World Cup qualification,Romania,Armenia,1.0,0.0,False
2017-09-01,FIFA World Cup qualification,San Marino,Northern Ireland,0.0,3.0,False
2017-09-01,FIFA World Cup qualification,Slovakia,Slovenia,1.0,0.0,False
2017-09-01,FIFA World Cup qualification,Trinidad and Tobago,Honduras,1.0,2.0,False
2017-09-01,FIFA World Cup qualification,Tunisia,DR Congo,2.0,1.0,False
2017-09-01,FIFA World Cup qualification,United States,Costa Rica,0.0,2.0,False
2017-09-02,FIFA World Cup qualification,Albania,Liechtenstein,2.0,0.0,False
2017-09-02,Friendly,Canada,Jamaica,2.0,0.0,False
2017-09-02,FIFA World Cup qualification,Croatia,Kosovo,1.0,0.0,False
2017-09-02,FIFA World Cup qualification,Finland,Iceland,1.0,0.0,False
2017-09-02,FIFA World Cup qualification,Gabon,Ivory Coast,0.0,3.0,False
2017-09-02,FIFA World Cup qualification,Georgia,Republic of Ireland,1.0,1.0,False
2017-09-02,Friendly,Indonesia,Fiji,0.0,0.0,False
2017-09-02,FIFA World Cup qualification,Israel,North Macedonia,0.0,1.0,False
2017-09-02,Friendly,Mozambique,Kenya,1.0,1.0,False
2017-09-02,FIFA World Cup qualification,Senegal,Burkina Faso,0.0,0.0,False
2017-09-02,FIFA World Cup qualification,Serbia,Moldova,3.0,0.0,False
2017-09-02,FIFA World Cup qualification,Spain,Italy,3.0,0.0,False
2017-09-02,FIFA World Cup qualification,Ukraine,Turkey,2.0,0.0,False
2017-09-02,FIFA World Cup qualification,Wales,Austria,1.0,0.0,False
2017-09-02,FIFA World Cup qualification,Zambia,Algeria,3.0,1.0,False
2017-09-03,FIFA World Cup qualification,Belarus,Sweden,0.0,4.0,False
2017-09-03,Friendly,Equatorial Guinea,Benin,1.0,2.0,False
2017-09-03,FIFA World Cup qualification,Estonia,Cyprus,1.0,0.0,False
2017-09-03,FIFA World Cup qualification,Faroe Islands,Andorra,1.0,0.0,False
2017-09-03,FIFA World Cup qualification,France,Luxembourg,0.0,0.0,False
2017-09-03,FIFA World Cup qualification,Gibraltar,Bosnia and Herzegovina,0.0,4.0,True
2017-09-03,FIFA World Cup qualification,Greece,Belgium,1.0,2.0,False
2017-09-03,FIFA World Cup qualification,Hungary,Portugal,0.0,1.0,False
2017-09-03,FIFA World Cup qualification,Latvia,Switzerland,0.0,3.0,False
2017-09-03,FIFA World Cup qualification,Netherlands,Bulgaria,3.0,1.0,False
2017-09-04,FIFA World Cup qualification,Armenia,Denmark,1.0,4.0,False
2017-09-04,FIFA World Cup qualification,Azerbaijan,San Marino,5.0,1.0,False
2017-09-04,FIFA World Cup qualification,Cameroon,Nigeria,1.0,1.0,False
2017-09-04,FIFA World Cup qualification,England,Slovakia,2.0,1.0,False
2017-09-04,FIFA World Cup qualification,Germany,Norway,6.0,0.0,False
2017-09-04,FIFA World Cup qualification,Libya,Guinea,1.0,0.0,True
2017-09-04,Friendly,Malawi,Togo,1.0,0.0,True
2017-09-04,FIFA World Cup qualification,Montenegro,Romania,1.0,0.0,False
2017-09-04,FIFA World Cup qualification,Northern Ireland,Czech Republic,2.0,0.0,False
2017-09-04,FIFA World Cup qualification,Poland,Kazakhstan,3.0,0.0,False
2017-09-04,FIFA World Cup qualification,Scotland,Malta,2.0,0.0,False
2017-09-04,FIFA World Cup qualification,Slovenia,Lithuania,4.0,0.0,False
2017-09-05,FIFA World Cup qualification,Algeria,Zambia,0.0,1.0,False
2017-09-05,FIFA World Cup qualification,Argentina,Venezuela,1.0,1.0,False
2017-09-05,FIFA World Cup qualification,Australia,Thailand,2.0,1.0,False
2017-09-05,FIFA World Cup qualification,Austria,Georgia,1.0,1.0,False
2017-09-05,AFC Asian Cup qualification,Bahrain,Taiwan,5.0,0.0,False
2017-09-05,AFC Asian Cup qualification,Bhutan,Palestine,0.0,2.0,False
2017-09-05,FIFA World Cup qualification,Bolivia,Chile,1.0,0.0,False
2017-09-05,FIFA World Cup qualification,Burkina Faso,Senegal,2.0,2.0,False
2017-09-05,AFC Asian Cup qualification,Cambodia,Vietnam,1.0,2.0,False
2017-09-05,FIFA World Cup qualification,Colombia,Brazil,1.0,1.0,False
2017-09-05,FIFA World Cup qualification,Congo,Ghana,1.0,5.0,False
2017-09-05,FIFA World Cup qualification,DR Congo,Tunisia,2.0,2.0,False
2017-09-05,FIFA World Cup qualification,Costa Rica,Mexico,1.0,1.0,False
2017-09-05,FIFA World Cup qualification,Ecuador,Peru,1.0,2.0,False
2017-09-05,FIFA World Cup qualification,Egypt,Uganda,1.0,0.0,False
2017-09-05,FIFA World Cup qualification,Honduras,United States,1.0,1.0,False
2017-09-05,FIFA World Cup qualification,Iceland,Ukraine,2.0,0.0,False
2017-09-05,FIFA World Cup qualification,Iran,Syria,2.0,2.0,False
2017-09-05,FIFA World Cup qualification,Iraq,United Arab Emirates,1.0,0.0,True
2017-09-05,FIFA World Cup qualification,Republic of Ireland,Serbia,0.0,1.0,False
2017-09-05,FIFA World Cup qualification,Italy,Israel,1.0,0.0,False
2017-09-05,FIFA World Cup qualification,Ivory Coast,Gabon,1.0,2.0,False
2017-09-05,AFC Asian Cup qualification,Jordan,Afghanistan,4.0,1.0,False
2017-09-05,AFC Asian Cup qualification,North Korea,Lebanon,2.0,2.0,False
2017-09-05,FIFA World Cup qualification,Kosovo,Finland,0.0,1.0,True
2017-09-05,FIFA World Cup qualification,Liechtenstein,Spain,0.0,8.0,False
2017-09-05,AFC Asian Cup qualification,Macau,India,0.0,2.0,False
2017-09-05,FIFA World Cup qualification,North Macedonia,Albania,1.0,1.0,False
2017-09-05,AFC Asian Cup qualification,Malaysia,Hong Kong,1.0,1.0,False
2017-09-05,FIFA World Cup qualification,Mali,Morocco,0.0,0.0,False
2017-09-05,Friendly,Mauritania,Niger,0.0,2.0,True
2017-09-05,FIFA World Cup qualification,Moldova,Wales,0.0,2.0,False
2017-09-05,AFC Asian Cup qualification,Nepal,Tajikistan,1.0,2.0,False
2017-09-05,AFC Asian Cup qualification,Oman,Maldives,5.0,0.0,False
2017-09-05,FIFA World Cup qualification,Panama,Trinidad and Tobago,3.0,0.0,False
2017-09-05,FIFA World Cup qualification,Paraguay,Uruguay,1.0,2.0,False
2017-09-05,AFC Asian Cup qualification,Philippines,Yemen,2.0,2.0,False
2017-09-05,FIFA World Cup qualification,Qatar,China,1.0,2.0,False
2017-09-05,FIFA World Cup qualification,Saudi Arabia,Japan,1.0,0.0,False
2017-09-05,AFC Asian Cup qualification,Singapore,Turkmenistan,1.0,1.0,False
2017-09-05,FIFA World Cup qualification,Solomon Islands,New Zealand,2.0,2.0,False
2017-09-05,FIFA World Cup qualification,South Africa,Cape Verde,1.0,2.0,False
2017-09-05,FIFA World Cup qualification,Turkey,Croatia,1.0,0.0,False
2017-09-05,FIFA World Cup qualification,Uzbekistan,South Korea,0.0,0.0,False
2017-10-02,Friendly,Macau,Laos,3.0,1.0,False
2017-10-05,FIFA World Cup qualification,Argentina,Peru,0.0,0.0,False
2017-10-05,FIFA World Cup qualification,Armenia,Poland,1.0,6.0,False
2017-10-05,FIFA World Cup qualification,Azerbaijan,Czech Republic,1.0,2.0,False
2017-10-05,FIFA World Cup qualification,Bolivia,Brazil,0.0,0.0,False
2017-10-05,Friendly,Myanmar,Thailand,1.0,3.0,False
2017-10-05,FIFA World Cup qualification,Chile,Ecuador,2.0,1.0,False
2017-10-05,FIFA World Cup qualification,Colombia,Paraguay,1.0,2.0,False
2017-10-05,FIFA World Cup qualification,England,Slovenia,1.0,0.0,False
2017-10-05,Friendly,Hong Kong,Laos,4.0,0.0,False
2017-10-05,Friendly,Iran,Togo,2.0,0.0,False
2017-10-05,Friendly,Iraq,Kenya,2.0,1.0,False
2017-10-05,FIFA World Cup qualification,Malta,Lithuania,1.0,1.0,False
2017-10-05,FIFA World Cup qualification,Montenegro,Denmark,0.0,1.0,False
2017-10-05,FIFA World Cup qualification,Northern Ireland,Germany,1.0,3.0,False
2017-10-05,Friendly,Qatar,Singapore,3.0,1.0,False
2017-10-05,FIFA World Cup qualification,Romania,Kazakhstan,3.0,1.0,False
2017-10-05,FIFA World Cup qualification,San Marino,Norway,0.0,8.0,False
2017-10-05,FIFA World Cup qualification,Scotland,Slovakia,1.0,0.0,False
2017-10-05,FIFA World Cup qualification,Syria,Australia,1.0,1.0,True
2017-10-05,Friendly,Taiwan,Mongolia,4.0,2.0,False
2017-10-05,FIFA World Cup qualification,Venezuela,Uruguay,0.0,0.0,False
2017-10-06,FIFA World Cup qualification,Austria,Serbia,3.0,2.0,False
2017-10-06,FIFA World Cup qualification,Croatia,Finland,1.0,1.0,False
